Date,Department,Category,Store,State,Count
2015-05-18,FOODS_1,FOODS,CA_1,CA,337
2015-05-19,FOODS_1,FOODS,CA_1,CA,281
2015-05-20,FOODS_1,FOODS,CA_1,CA,381
2015-05-21,FOODS_1,FOODS,CA_1,CA,457
2015-05-22,FOODS_1,FOODS,CA_1,CA,409
2015-05-23,FOODS_1,FOODS,CA_1,CA,483
2015-05-24,FOODS_1,FOODS,CA_1,CA,439
2015-05-25,FOODS_1,FOODS,CA_1,CA,0
2015-05-26,FOODS_1,FOODS,CA_1,CA,166
2015-05-27,FOODS_1,FOODS,CA_1,CA,232
2015-05-28,FOODS_1,FOODS,CA_1,CA,224
2015-05-29,FOODS_1,FOODS,CA_1,CA,183
2015-05-30,FOODS_1,FOODS,CA_1,CA,206
2015-05-31,FOODS_1,FOODS,CA_1,CA,267
2015-06-01,FOODS_1,FOODS,CA_1,CA,293
2015-06-02,FOODS_1,FOODS,CA_1,CA,241
2015-06-03,FOODS_1,FOODS,CA_1,CA,183
2015-06-04,FOODS_1,FOODS,CA_1,CA,278
2015-06-05,FOODS_1,FOODS,CA_1,CA,224
2015-06-06,FOODS_1,FOODS,CA_1,CA,278
2015-06-07,FOODS_1,FOODS,CA_1,CA,328
2015-06-08,FOODS_1,FOODS,CA_1,CA,273
2015-06-09,FOODS_1,FOODS,CA_1,CA,205
2015-06-10,FOODS_1,FOODS,CA_1,CA,302
2015-06-11,FOODS_1,FOODS,CA_1,CA,248
2015-06-12,FOODS_1,FOODS,CA_1,CA,221
2015-06-13,FOODS_1,FOODS,CA_1,CA,268
2015-06-14,FOODS_1,FOODS,CA_1,CA,295
2015-06-15,FOODS_1,FOODS,CA_1,CA,403
2015-06-16,FOODS_1,FOODS,CA_1,CA,300
2015-06-17,FOODS_1,FOODS,CA_1,CA,220
2015-06-18,FOODS_1,FOODS,CA_1,CA,233
2015-06-19,FOODS_1,FOODS,CA_1,CA,180
2015-06-20,FOODS_1,FOODS,CA_1,CA,191
2015-06-21,FOODS_1,FOODS,CA_1,CA,246
2015-06-22,FOODS_1,FOODS,CA_1,CA,267
2015-06-23,FOODS_1,FOODS,CA_1,CA,338
2015-06-24,FOODS_1,FOODS,CA_1,CA,273
2015-06-25,FOODS_1,FOODS,CA_1,CA,189
2015-06-26,FOODS_1,FOODS,CA_1,CA,237
2015-06-27,FOODS_1,FOODS,CA_1,CA,246
2015-06-28,FOODS_1,FOODS,CA_1,CA,282
2015-06-29,FOODS_1,FOODS,CA_1,CA,296
2015-06-30,FOODS_1,FOODS,CA_1,CA,359
2015-07-01,FOODS_1,FOODS,CA_1,CA,144
2015-07-02,FOODS_1,FOODS,CA_1,CA,313
2015-07-03,FOODS_1,FOODS,CA_1,CA,205
2015-07-04,FOODS_1,FOODS,CA_1,CA,245
2015-07-05,FOODS_1,FOODS,CA_1,CA,202
2015-07-06,FOODS_1,FOODS,CA_1,CA,259
2015-07-07,FOODS_1,FOODS,CA_1,CA,345
2015-07-08,FOODS_1,FOODS,CA_1,CA,411
2015-07-09,FOODS_1,FOODS,CA_1,CA,225
2015-07-10,FOODS_1,FOODS,CA_1,CA,201
2015-07-11,FOODS_1,FOODS,CA_1,CA,247
2015-07-12,FOODS_1,FOODS,CA_1,CA,116
2015-07-13,FOODS_1,FOODS,CA_1,CA,248
2015-07-14,FOODS_1,FOODS,CA_1,CA,338
2015-07-15,FOODS_1,FOODS,CA_1,CA,406
2015-07-16,FOODS_1,FOODS,CA_1,CA,478
2015-07-17,FOODS_1,FOODS,CA_1,CA,380
2015-07-18,FOODS_1,FOODS,CA_1,CA,323
2015-07-19,FOODS_1,FOODS,CA_1,CA,279
2015-07-20,FOODS_1,FOODS,CA_1,CA,507
2015-07-21,FOODS_1,FOODS,CA_1,CA,354
2015-07-22,FOODS_1,FOODS,CA_1,CA,326
2015-07-23,FOODS_1,FOODS,CA_1,CA,135
2015-07-24,FOODS_1,FOODS,CA_1,CA,293
2015-07-25,FOODS_1,FOODS,CA_1,CA,288
2015-07-26,FOODS_1,FOODS,CA_1,CA,250
2015-07-27,FOODS_1,FOODS,CA_1,CA,191
2015-07-28,FOODS_1,FOODS,CA_1,CA,273
2015-07-29,FOODS_1,FOODS,CA_1,CA,310
2015-07-30,FOODS_1,FOODS,CA_1,CA,313
2015-07-31,FOODS_1,FOODS,CA_1,CA,341
2015-08-01,FOODS_1,FOODS,CA_1,CA,293
2015-08-02,FOODS_1,FOODS,CA_1,CA,192
2015-08-03,FOODS_1,FOODS,CA_1,CA,132
2015-08-04,FOODS_1,FOODS,CA_1,CA,202
2015-08-05,FOODS_1,FOODS,CA_1,CA,197
2015-08-06,FOODS_1,FOODS,CA_1,CA,210
2015-08-07,FOODS_1,FOODS,CA_1,CA,260
2015-08-08,FOODS_1,FOODS,CA_1,CA,336
2015-08-09,FOODS_1,FOODS,CA_1,CA,326
2015-08-10,FOODS_1,FOODS,CA_1,CA,193
2015-08-11,FOODS_1,FOODS,CA_1,CA,243
2015-08-12,FOODS_1,FOODS,CA_1,CA,262
2015-08-13,FOODS_1,FOODS,CA_1,CA,228
2015-08-14,FOODS_1,FOODS,CA_1,CA,182
2015-08-15,FOODS_1,FOODS,CA_1,CA,331
2015-08-16,FOODS_1,FOODS,CA_1,CA,443
2015-08-17,FOODS_1,FOODS,CA_1,CA,310
2015-08-18,FOODS_1,FOODS,CA_1,CA,242
2015-08-19,FOODS_1,FOODS,CA_1,CA,191
2015-08-20,FOODS_1,FOODS,CA_1,CA,250
2015-08-21,FOODS_1,FOODS,CA_1,CA,256
2015-08-22,FOODS_1,FOODS,CA_1,CA,402
2015-08-23,FOODS_1,FOODS,CA_1,CA,441
2015-08-24,FOODS_1,FOODS,CA_1,CA,308
2015-08-25,FOODS_1,FOODS,CA_1,CA,217
2015-08-26,FOODS_1,FOODS,CA_1,CA,173
2015-08-27,FOODS_1,FOODS,CA_1,CA,235
2015-08-28,FOODS_1,FOODS,CA_1,CA,216
2015-08-29,FOODS_1,FOODS,CA_1,CA,251
2015-08-30,FOODS_1,FOODS,CA_1,CA,371
2015-08-31,FOODS_1,FOODS,CA_1,CA,396
2015-09-01,FOODS_1,FOODS,CA_1,CA,375
2015-09-02,FOODS_1,FOODS,CA_1,CA,330
2015-09-03,FOODS_1,FOODS,CA_1,CA,281
2015-09-04,FOODS_1,FOODS,CA_1,CA,302
2015-09-05,FOODS_1,FOODS,CA_1,CA,246
2015-09-06,FOODS_1,FOODS,CA_1,CA,394
2015-09-07,FOODS_1,FOODS,CA_1,CA,398
2015-09-08,FOODS_1,FOODS,CA_1,CA,615
2015-09-09,FOODS_1,FOODS,CA_1,CA,349
2015-09-10,FOODS_1,FOODS,CA_1,CA,199
2015-09-11,FOODS_1,FOODS,CA_1,CA,217
2015-09-12,FOODS_1,FOODS,CA_1,CA,181
2015-09-13,FOODS_1,FOODS,CA_1,CA,246
2015-09-14,FOODS_1,FOODS,CA_1,CA,320
2015-09-15,FOODS_1,FOODS,CA_1,CA,340
2015-09-16,FOODS_1,FOODS,CA_1,CA,263
2015-09-17,FOODS_1,FOODS,CA_1,CA,141
2015-09-18,FOODS_1,FOODS,CA_1,CA,273
2015-09-19,FOODS_1,FOODS,CA_1,CA,190
2015-09-20,FOODS_1,FOODS,CA_1,CA,210
2015-09-21,FOODS_1,FOODS,CA_1,CA,250
2015-09-22,FOODS_1,FOODS,CA_1,CA,294
2015-09-23,FOODS_1,FOODS,CA_1,CA,285
2015-09-24,FOODS_1,FOODS,CA_1,CA,327
2015-09-25,FOODS_1,FOODS,CA_1,CA,310
2015-09-26,FOODS_1,FOODS,CA_1,CA,205
2015-09-27,FOODS_1,FOODS,CA_1,CA,208
2015-09-28,FOODS_1,FOODS,CA_1,CA,169
2015-09-29,FOODS_1,FOODS,CA_1,CA,216
2015-09-30,FOODS_1,FOODS,CA_1,CA,205
2015-10-01,FOODS_1,FOODS,CA_1,CA,279
2015-10-02,FOODS_1,FOODS,CA_1,CA,332
2015-10-03,FOODS_1,FOODS,CA_1,CA,271
2015-10-04,FOODS_1,FOODS,CA_1,CA,199
2015-10-05,FOODS_1,FOODS,CA_1,CA,200
2015-10-06,FOODS_1,FOODS,CA_1,CA,220
2015-10-07,FOODS_1,FOODS,CA_1,CA,256
2015-10-08,FOODS_1,FOODS,CA_1,CA,322
2015-10-09,FOODS_1,FOODS,CA_1,CA,157
2015-10-10,FOODS_1,FOODS,CA_1,CA,326
2015-10-11,FOODS_1,FOODS,CA_1,CA,258
2015-10-12,FOODS_1,FOODS,CA_1,CA,152
2015-10-13,FOODS_1,FOODS,CA_1,CA,233
2015-10-14,FOODS_1,FOODS,CA_1,CA,217
2015-10-15,FOODS_1,FOODS,CA_1,CA,208
2015-10-16,FOODS_1,FOODS,CA_1,CA,310
2015-10-17,FOODS_1,FOODS,CA_1,CA,380
2015-10-18,FOODS_1,FOODS,CA_1,CA,307
2015-10-19,FOODS_1,FOODS,CA_1,CA,291
2015-10-20,FOODS_1,FOODS,CA_1,CA,183
2015-10-21,FOODS_1,FOODS,CA_1,CA,272
2015-10-22,FOODS_1,FOODS,CA_1,CA,271
2015-10-23,FOODS_1,FOODS,CA_1,CA,318
2015-10-24,FOODS_1,FOODS,CA_1,CA,377
2015-10-25,FOODS_1,FOODS,CA_1,CA,464
2015-10-26,FOODS_1,FOODS,CA_1,CA,318
2015-10-27,FOODS_1,FOODS,CA_1,CA,221
2015-10-28,FOODS_1,FOODS,CA_1,CA,273
2015-10-29,FOODS_1,FOODS,CA_1,CA,234
2015-10-30,FOODS_1,FOODS,CA_1,CA,345
2015-10-31,FOODS_1,FOODS,CA_1,CA,358
2015-11-01,FOODS_1,FOODS,CA_1,CA,368
2015-11-02,FOODS_1,FOODS,CA_1,CA,367
2015-11-03,FOODS_1,FOODS,CA_1,CA,336
2015-11-04,FOODS_1,FOODS,CA_1,CA,236
2015-11-05,FOODS_1,FOODS,CA_1,CA,317
2015-11-06,FOODS_1,FOODS,CA_1,CA,298
2015-11-07,FOODS_1,FOODS,CA_1,CA,374
2015-11-08,FOODS_1,FOODS,CA_1,CA,474
2015-11-09,FOODS_1,FOODS,CA_1,CA,439
2015-11-10,FOODS_1,FOODS,CA_1,CA,385
2015-11-11,FOODS_1,FOODS,CA_1,CA,452
2015-11-12,FOODS_1,FOODS,CA_1,CA,319
2015-11-13,FOODS_1,FOODS,CA_1,CA,329
2015-11-14,FOODS_1,FOODS,CA_1,CA,354
2015-11-15,FOODS_1,FOODS,CA_1,CA,301
2015-11-16,FOODS_1,FOODS,CA_1,CA,451
2015-11-17,FOODS_1,FOODS,CA_1,CA,431
2015-11-18,FOODS_1,FOODS,CA_1,CA,371
2015-11-19,FOODS_1,FOODS,CA_1,CA,344
2015-11-20,FOODS_1,FOODS,CA_1,CA,286
2015-11-21,FOODS_1,FOODS,CA_1,CA,351
2015-11-22,FOODS_1,FOODS,CA_1,CA,186
2015-11-23,FOODS_1,FOODS,CA_1,CA,295
2015-11-24,FOODS_1,FOODS,CA_1,CA,396
2015-11-25,FOODS_1,FOODS,CA_1,CA,473
2015-11-26,FOODS_1,FOODS,CA_1,CA,365
2015-11-27,FOODS_1,FOODS,CA_1,CA,380
2015-11-28,FOODS_1,FOODS,CA_1,CA,288
2015-11-29,FOODS_1,FOODS,CA_1,CA,305
2015-11-30,FOODS_1,FOODS,CA_1,CA,335
2015-12-01,FOODS_1,FOODS,CA_1,CA,429
2015-12-02,FOODS_1,FOODS,CA_1,CA,445
2015-12-03,FOODS_1,FOODS,CA_1,CA,121
2015-12-04,FOODS_1,FOODS,CA_1,CA,330
2015-12-05,FOODS_1,FOODS,CA_1,CA,279
2015-12-06,FOODS_1,FOODS,CA_1,CA,279
2015-12-07,FOODS_1,FOODS,CA_1,CA,287
2015-12-08,FOODS_1,FOODS,CA_1,CA,343
2015-12-09,FOODS_1,FOODS,CA_1,CA,359
2015-12-10,FOODS_1,FOODS,CA_1,CA,450
2015-12-11,FOODS_1,FOODS,CA_1,CA,430
2015-12-12,FOODS_1,FOODS,CA_1,CA,353
2015-12-13,FOODS_1,FOODS,CA_1,CA,297
2015-12-14,FOODS_1,FOODS,CA_1,CA,130
2015-12-15,FOODS_1,FOODS,CA_1,CA,318
2015-12-16,FOODS_1,FOODS,CA_1,CA,270
2015-12-17,FOODS_1,FOODS,CA_1,CA,318
2015-12-18,FOODS_1,FOODS,CA_1,CA,404
2015-12-19,FOODS_1,FOODS,CA_1,CA,400
2015-12-20,FOODS_1,FOODS,CA_1,CA,320
2015-12-21,FOODS_1,FOODS,CA_1,CA,362
2015-12-22,FOODS_1,FOODS,CA_1,CA,398
2015-12-23,FOODS_1,FOODS,CA_1,CA,354
2015-12-24,FOODS_1,FOODS,CA_1,CA,495
2015-12-25,FOODS_1,FOODS,CA_1,CA,114
2015-12-26,FOODS_1,FOODS,CA_1,CA,490
2015-12-27,FOODS_1,FOODS,CA_1,CA,415
2015-12-28,FOODS_1,FOODS,CA_1,CA,350
2015-12-29,FOODS_1,FOODS,CA_1,CA,367
2015-12-30,FOODS_1,FOODS,CA_1,CA,311
2015-12-31,FOODS_1,FOODS,CA_1,CA,344
2016-01-01,FOODS_1,FOODS,CA_1,CA,437
2016-01-02,FOODS_1,FOODS,CA_1,CA,465
2016-01-03,FOODS_1,FOODS,CA_1,CA,426
2016-01-04,FOODS_1,FOODS,CA_1,CA,311
2016-01-05,FOODS_1,FOODS,CA_1,CA,245
2016-01-06,FOODS_1,FOODS,CA_1,CA,125
2016-01-07,FOODS_1,FOODS,CA_1,CA,314
2016-01-08,FOODS_1,FOODS,CA_1,CA,359
2016-01-09,FOODS_1,FOODS,CA_1,CA,323
2016-01-10,FOODS_1,FOODS,CA_1,CA,421
2016-01-11,FOODS_1,FOODS,CA_1,CA,484
2016-01-12,FOODS_1,FOODS,CA_1,CA,444
2016-01-13,FOODS_1,FOODS,CA_1,CA,353
2016-01-14,FOODS_1,FOODS,CA_1,CA,341
2016-01-15,FOODS_1,FOODS,CA_1,CA,422
2016-01-16,FOODS_1,FOODS,CA_1,CA,346
2016-01-17,FOODS_1,FOODS,CA_1,CA,188
2016-01-18,FOODS_1,FOODS,CA_1,CA,433
2016-01-19,FOODS_1,FOODS,CA_1,CA,463
2016-01-20,FOODS_1,FOODS,CA_1,CA,432
2016-01-21,FOODS_1,FOODS,CA_1,CA,387
2016-01-22,FOODS_1,FOODS,CA_1,CA,408
2016-01-23,FOODS_1,FOODS,CA_1,CA,385
2016-01-24,FOODS_1,FOODS,CA_1,CA,371
2016-01-25,FOODS_1,FOODS,CA_1,CA,549
2016-01-26,FOODS_1,FOODS,CA_1,CA,600
2016-01-27,FOODS_1,FOODS,CA_1,CA,413
2016-01-28,FOODS_1,FOODS,CA_1,CA,205
2016-01-29,FOODS_1,FOODS,CA_1,CA,366
2016-01-30,FOODS_1,FOODS,CA_1,CA,374
2016-01-31,FOODS_1,FOODS,CA_1,CA,300
2016-02-01,FOODS_1,FOODS,CA_1,CA,392
2016-02-02,FOODS_1,FOODS,CA_1,CA,365
2016-02-03,FOODS_1,FOODS,CA_1,CA,456
2016-02-04,FOODS_1,FOODS,CA_1,CA,362
2016-02-05,FOODS_1,FOODS,CA_1,CA,311
2016-02-06,FOODS_1,FOODS,CA_1,CA,284
2016-02-07,FOODS_1,FOODS,CA_1,CA,332
2016-02-08,FOODS_1,FOODS,CA_1,CA,209
2016-02-09,FOODS_1,FOODS,CA_1,CA,304
2016-02-10,FOODS_1,FOODS,CA_1,CA,401
2016-02-11,FOODS_1,FOODS,CA_1,CA,470
2016-02-12,FOODS_1,FOODS,CA_1,CA,366
2016-02-13,FOODS_1,FOODS,CA_1,CA,306
2016-02-14,FOODS_1,FOODS,CA_1,CA,338
2016-02-15,FOODS_1,FOODS,CA_1,CA,371
2016-02-16,FOODS_1,FOODS,CA_1,CA,326
2016-02-17,FOODS_1,FOODS,CA_1,CA,411
2016-02-18,FOODS_1,FOODS,CA_1,CA,473
2016-02-19,FOODS_1,FOODS,CA_1,CA,167
2016-02-20,FOODS_1,FOODS,CA_1,CA,465
2016-02-21,FOODS_1,FOODS,CA_1,CA,347
2016-02-22,FOODS_1,FOODS,CA_1,CA,345
2016-02-23,FOODS_1,FOODS,CA_1,CA,326
2016-02-24,FOODS_1,FOODS,CA_1,CA,335
2016-02-25,FOODS_1,FOODS,CA_1,CA,410
2016-02-26,FOODS_1,FOODS,CA_1,CA,509
2016-02-27,FOODS_1,FOODS,CA_1,CA,390
2016-02-28,FOODS_1,FOODS,CA_1,CA,346
2016-02-29,FOODS_1,FOODS,CA_1,CA,282
2016-03-01,FOODS_1,FOODS,CA_1,CA,215
2016-03-02,FOODS_1,FOODS,CA_1,CA,241
2016-03-03,FOODS_1,FOODS,CA_1,CA,288
2016-03-04,FOODS_1,FOODS,CA_1,CA,350
2016-03-05,FOODS_1,FOODS,CA_1,CA,420
2016-03-06,FOODS_1,FOODS,CA_1,CA,415
2016-03-07,FOODS_1,FOODS,CA_1,CA,337
2016-03-08,FOODS_1,FOODS,CA_1,CA,298
2016-03-09,FOODS_1,FOODS,CA_1,CA,259
2016-03-10,FOODS_1,FOODS,CA_1,CA,262
2016-03-11,FOODS_1,FOODS,CA_1,CA,380
2016-03-12,FOODS_1,FOODS,CA_1,CA,163
2016-03-13,FOODS_1,FOODS,CA_1,CA,451
2016-03-14,FOODS_1,FOODS,CA_1,CA,275
2016-03-15,FOODS_1,FOODS,CA_1,CA,307
2016-03-16,FOODS_1,FOODS,CA_1,CA,246
2016-03-17,FOODS_1,FOODS,CA_1,CA,265
2016-03-18,FOODS_1,FOODS,CA_1,CA,244
2016-03-19,FOODS_1,FOODS,CA_1,CA,375
2016-03-20,FOODS_1,FOODS,CA_1,CA,417
2016-03-21,FOODS_1,FOODS,CA_1,CA,357
2016-03-22,FOODS_1,FOODS,CA_1,CA,240
2016-03-23,FOODS_1,FOODS,CA_1,CA,185
2016-03-24,FOODS_1,FOODS,CA_1,CA,312
2016-03-25,FOODS_1,FOODS,CA_1,CA,215
2016-03-26,FOODS_1,FOODS,CA_1,CA,270
2016-03-27,FOODS_1,FOODS,CA_1,CA,289
2016-03-28,FOODS_1,FOODS,CA_1,CA,384
2016-03-29,FOODS_1,FOODS,CA_1,CA,305
2016-03-30,FOODS_1,FOODS,CA_1,CA,260
2016-03-31,FOODS_1,FOODS,CA_1,CA,292
2016-04-01,FOODS_1,FOODS,CA_1,CA,262
2016-04-02,FOODS_1,FOODS,CA_1,CA,263
2016-04-03,FOODS_1,FOODS,CA_1,CA,235
2016-04-04,FOODS_1,FOODS,CA_1,CA,326
2016-04-05,FOODS_1,FOODS,CA_1,CA,322
2016-04-06,FOODS_1,FOODS,CA_1,CA,282
2016-04-07,FOODS_1,FOODS,CA_1,CA,266
2016-04-08,FOODS_1,FOODS,CA_1,CA,267
2016-04-09,FOODS_1,FOODS,CA_1,CA,291
2016-04-10,FOODS_1,FOODS,CA_1,CA,268
2016-04-11,FOODS_1,FOODS,CA_1,CA,402
2016-04-12,FOODS_1,FOODS,CA_1,CA,476
2016-04-13,FOODS_1,FOODS,CA_1,CA,402
2016-04-14,FOODS_1,FOODS,CA_1,CA,272
2016-04-15,FOODS_1,FOODS,CA_1,CA,289
2016-04-16,FOODS_1,FOODS,CA_1,CA,254
2016-04-17,FOODS_1,FOODS,CA_1,CA,346
2016-04-18,FOODS_1,FOODS,CA_1,CA,236
2016-04-19,FOODS_1,FOODS,CA_1,CA,322
2016-04-20,FOODS_1,FOODS,CA_1,CA,370
2016-04-21,FOODS_1,FOODS,CA_1,CA,291
2016-04-22,FOODS_1,FOODS,CA_1,CA,231
2016-04-23,FOODS_1,FOODS,CA_1,CA,247
2016-04-24,FOODS_1,FOODS,CA_1,CA,175
2015-04-01,FOODS_1,FOODS,CA_2,CA,281
2015-04-02,FOODS_1,FOODS,CA_2,CA,328
2015-04-03,FOODS_1,FOODS,CA_2,CA,323
2015-04-04,FOODS_1,FOODS,CA_2,CA,327
2015-04-05,FOODS_1,FOODS,CA_2,CA,377
2015-04-06,FOODS_1,FOODS,CA_2,CA,528
2015-04-07,FOODS_1,FOODS,CA_2,CA,448
2015-04-08,FOODS_1,FOODS,CA_2,CA,281
2015-04-09,FOODS_1,FOODS,CA_2,CA,256
2015-04-10,FOODS_1,FOODS,CA_2,CA,203
2015-04-11,FOODS_1,FOODS,CA_2,CA,296
2015-04-12,FOODS_1,FOODS,CA_2,CA,408
2015-04-13,FOODS_1,FOODS,CA_2,CA,472
2015-04-14,FOODS_1,FOODS,CA_2,CA,296
2015-04-15,FOODS_1,FOODS,CA_2,CA,344
2015-04-16,FOODS_1,FOODS,CA_2,CA,283
2015-04-17,FOODS_1,FOODS,CA_2,CA,282
2015-04-18,FOODS_1,FOODS,CA_2,CA,274
2015-04-19,FOODS_1,FOODS,CA_2,CA,147
2015-04-20,FOODS_1,FOODS,CA_2,CA,375
2015-04-21,FOODS_1,FOODS,CA_2,CA,335
2015-04-22,FOODS_1,FOODS,CA_2,CA,287
2015-04-23,FOODS_1,FOODS,CA_2,CA,172
2015-04-24,FOODS_1,FOODS,CA_2,CA,294
2015-04-25,FOODS_1,FOODS,CA_2,CA,269
2015-04-26,FOODS_1,FOODS,CA_2,CA,265
2015-04-27,FOODS_1,FOODS,CA_2,CA,362
2015-04-28,FOODS_1,FOODS,CA_2,CA,310
2015-04-29,FOODS_1,FOODS,CA_2,CA,479
2015-04-30,FOODS_1,FOODS,CA_2,CA,438
2015-05-01,FOODS_1,FOODS,CA_2,CA,427
2015-05-02,FOODS_1,FOODS,CA_2,CA,313
2015-05-03,FOODS_1,FOODS,CA_2,CA,346
2015-05-04,FOODS_1,FOODS,CA_2,CA,355
2015-05-05,FOODS_1,FOODS,CA_2,CA,420
2015-05-06,FOODS_1,FOODS,CA_2,CA,241
2015-05-07,FOODS_1,FOODS,CA_2,CA,460
2015-05-08,FOODS_1,FOODS,CA_2,CA,519
2015-05-09,FOODS_1,FOODS,CA_2,CA,365
2015-05-10,FOODS_1,FOODS,CA_2,CA,288
2015-05-11,FOODS_1,FOODS,CA_2,CA,337
2015-05-12,FOODS_1,FOODS,CA_2,CA,274
2015-05-13,FOODS_1,FOODS,CA_2,CA,357
2015-05-14,FOODS_1,FOODS,CA_2,CA,560
2015-05-15,FOODS_1,FOODS,CA_2,CA,511
2015-05-16,FOODS_1,FOODS,CA_2,CA,326
2015-05-17,FOODS_1,FOODS,CA_2,CA,344
2015-05-18,FOODS_1,FOODS,CA_2,CA,323
2015-05-19,FOODS_1,FOODS,CA_2,CA,392
2015-05-20,FOODS_1,FOODS,CA_2,CA,372
2015-05-21,FOODS_1,FOODS,CA_2,CA,533
2015-05-22,FOODS_1,FOODS,CA_2,CA,569
2015-05-23,FOODS_1,FOODS,CA_2,CA,393
2015-05-24,FOODS_1,FOODS,CA_2,CA,418
2015-05-25,FOODS_1,FOODS,CA_2,CA,0
2015-05-26,FOODS_1,FOODS,CA_2,CA,332
2015-05-27,FOODS_1,FOODS,CA_2,CA,425
2015-05-28,FOODS_1,FOODS,CA_2,CA,304
2015-05-29,FOODS_1,FOODS,CA_2,CA,278
2015-05-30,FOODS_1,FOODS,CA_2,CA,388
2015-05-31,FOODS_1,FOODS,CA_2,CA,402
2015-06-01,FOODS_1,FOODS,CA_2,CA,285
2015-06-02,FOODS_1,FOODS,CA_2,CA,265
2015-06-03,FOODS_1,FOODS,CA_2,CA,372
2015-06-04,FOODS_1,FOODS,CA_2,CA,370
2015-06-05,FOODS_1,FOODS,CA_2,CA,394
2015-06-06,FOODS_1,FOODS,CA_2,CA,321
2015-06-07,FOODS_1,FOODS,CA_2,CA,380
2015-06-08,FOODS_1,FOODS,CA_2,CA,333
2015-06-09,FOODS_1,FOODS,CA_2,CA,412
2015-06-10,FOODS_1,FOODS,CA_2,CA,315
2015-06-11,FOODS_1,FOODS,CA_2,CA,323
2015-06-12,FOODS_1,FOODS,CA_2,CA,310
2015-06-13,FOODS_1,FOODS,CA_2,CA,368
2015-06-14,FOODS_1,FOODS,CA_2,CA,412
2015-06-15,FOODS_1,FOODS,CA_2,CA,489
2015-06-16,FOODS_1,FOODS,CA_2,CA,541
2015-06-17,FOODS_1,FOODS,CA_2,CA,398
2015-06-18,FOODS_1,FOODS,CA_2,CA,412
2015-06-19,FOODS_1,FOODS,CA_2,CA,329
2015-06-20,FOODS_1,FOODS,CA_2,CA,301
2015-06-21,FOODS_1,FOODS,CA_2,CA,259
2015-06-22,FOODS_1,FOODS,CA_2,CA,354
2015-06-23,FOODS_1,FOODS,CA_2,CA,422
2015-06-24,FOODS_1,FOODS,CA_2,CA,317
2015-06-25,FOODS_1,FOODS,CA_2,CA,295
2015-06-26,FOODS_1,FOODS,CA_2,CA,292
2015-06-27,FOODS_1,FOODS,CA_2,CA,335
2015-06-28,FOODS_1,FOODS,CA_2,CA,300
2015-06-29,FOODS_1,FOODS,CA_2,CA,437
2015-06-30,FOODS_1,FOODS,CA_2,CA,477
