Date,State,Gender,Legal,Count
2009-06-01,ACT,Male,Sentenced,88
2009-09-01,ACT,Male,Sentenced,92
2009-12-01,ACT,Male,Sentenced,97
2010-03-01,ACT,Male,Sentenced,101
2010-06-01,ACT,Male,Sentenced,116
2010-09-01,ACT,Male,Sentenced,129
2010-12-01,ACT,Male,Sentenced,133
2011-03-01,ACT,Male,Sentenced,133
2011-06-01,ACT,Male,Sentenced,137
2011-09-01,ACT,Male,Sentenced,157
2011-12-01,ACT,Male,Sentenced,154
2012-03-01,ACT,Male,Sentenced,161
2012-06-01,ACT,Male,Sentenced,172
2012-09-01,ACT,Male,Sentenced,168
2012-12-01,ACT,Male,Sentenced,171
2013-03-01,ACT,Male,Sentenced,153
2013-06-01,ACT,Male,Sentenced,172
2013-09-01,ACT,Male,Sentenced,208
2013-12-01,ACT,Male,Sentenced,242
2014-03-01,ACT,Male,Sentenced,239
2014-06-01,ACT,Male,Sentenced,222
2014-09-01,ACT,Male,Sentenced,229
2014-12-01,ACT,Male,Sentenced,239
2015-03-01,ACT,Male,Sentenced,218
2015-06-01,ACT,Male,Sentenced,219
2015-09-01,ACT,Male,Sentenced,240
2015-12-01,ACT,Male,Sentenced,264
2016-03-01,ACT,Male,Sentenced,270
2016-06-01,ACT,Male,Sentenced,254
2016-09-01,ACT,Male,Sentenced,267
2016-12-01,ACT,Male,Sentenced,268
2005-03-01,NSW,Female,Remanded,182
2005-06-01,NSW,Female,Remanded,191
2005-09-01,NSW,Female,Remanded,186
2005-12-01,NSW,Female,Remanded,172
2006-03-01,NSW,Female,Remanded,191
2006-06-01,NSW,Female,Remanded,194
2006-09-01,NSW,Female,Remanded,202
2006-12-01,NSW,Female,Remanded,218
2007-03-01,NSW,Female,Remanded,217
2007-06-01,NSW,Female,Remanded,209
2007-09-01,NSW,Female,Remanded,211
2007-12-01,NSW,Female,Remanded,199
2008-03-01,NSW,Female,Remanded,199
2008-06-01,NSW,Female,Remanded,208
2008-09-01,NSW,Female,Remanded,201
2008-12-01,NSW,Female,Remanded,208
2009-03-01,NSW,Female,Remanded,234
2009-06-01,NSW,Female,Remanded,236
2009-09-01,NSW,Female,Remanded,222
2009-12-01,NSW,Female,Remanded,207
2010-03-01,NSW,Female,Remanded,217
2010-06-01,NSW,Female,Remanded,217
2010-09-01,NSW,Female,Remanded,193
2010-12-01,NSW,Female,Remanded,193
2011-03-01,NSW,Female,Remanded,192
2011-06-01,NSW,Female,Remanded,201
2011-09-01,NSW,Female,Remanded,201
2011-12-01,NSW,Female,Remanded,193
2012-03-01,NSW,Female,Remanded,208
2012-06-01,NSW,Female,Remanded,204
2012-09-01,NSW,Female,Remanded,216
2012-12-01,NSW,Female,Remanded,214
2013-03-01,NSW,Female,Remanded,231
2013-06-01,NSW,Female,Remanded,227
2013-09-01,NSW,Female,Remanded,232
2013-12-01,NSW,Female,Remanded,239
2014-03-01,NSW,Female,Remanded,262
2014-06-01,NSW,Female,Remanded,267
2014-09-01,NSW,Female,Remanded,221
2014-12-01,NSW,Female,Remanded,223
2015-03-01,NSW,Female,Remanded,298
2015-06-01,NSW,Female,Remanded,303
2015-09-01,NSW,Female,Remanded,305
2015-12-01,NSW,Female,Remanded,305
2016-03-01,NSW,Female,Remanded,349
2016-06-01,NSW,Female,Remanded,414
2016-09-01,NSW,Female,Remanded,425
2016-12-01,NSW,Female,Remanded,426
2005-03-01,NSW,Female,Sentenced,468
2005-06-01,NSW,Female,Sentenced,461
2005-09-01,NSW,Female,Sentenced,437
2005-12-01,NSW,Female,Sentenced,457
2006-03-01,NSW,Female,Sentenced,452
2006-06-01,NSW,Female,Sentenced,463
2006-09-01,NSW,Female,Sentenced,484
2006-12-01,NSW,Female,Sentenced,476
2007-03-01,NSW,Female,Sentenced,463
2007-06-01,NSW,Female,Sentenced,488
2007-09-01,NSW,Female,Sentenced,470
2007-12-01,NSW,Female,Sentenced,467
2008-03-01,NSW,Female,Sentenced,443
2008-06-01,NSW,Female,Sentenced,485
2008-09-01,NSW,Female,Sentenced,514
2008-12-01,NSW,Female,Sentenced,524
2009-03-01,NSW,Female,Sentenced,511
2009-06-01,NSW,Female,Sentenced,531
2009-09-01,NSW,Female,Sentenced,546
2009-12-01,NSW,Female,Sentenced,562
2010-03-01,NSW,Female,Sentenced,540
2010-06-01,NSW,Female,Sentenced,558
2010-09-01,NSW,Female,Sentenced,555
2010-12-01,NSW,Female,Sentenced,545
2011-03-01,NSW,Female,Sentenced,501
2011-06-01,NSW,Female,Sentenced,488
2011-09-01,NSW,Female,Sentenced,487
2011-12-01,NSW,Female,Sentenced,455
2012-03-01,NSW,Female,Sentenced,438
2012-06-01,NSW,Female,Sentenced,436
2012-09-01,NSW,Female,Sentenced,439
2012-12-01,NSW,Female,Sentenced,439
2013-03-01,NSW,Female,Sentenced,449
2013-06-01,NSW,Female,Sentenced,467
2013-09-01,NSW,Female,Sentenced,460
2013-12-01,NSW,Female,Sentenced,460
2014-03-01,NSW,Female,Sentenced,477
2014-06-01,NSW,Female,Sentenced,498
2014-09-01,NSW,Female,Sentenced,502
2014-12-01,NSW,Female,Sentenced,497
2015-03-01,NSW,Female,Sentenced,493
2015-06-01,NSW,Female,Sentenced,543
2015-09-01,NSW,Female,Sentenced,575
2015-12-01,NSW,Female,Sentenced,570
2016-03-01,NSW,Female,Sentenced,552
2016-06-01,NSW,Female,Sentenced,526
2016-09-01,NSW,Female,Sentenced,542
2016-12-01,NSW,Female,Sentenced,587
2005-03-01,NSW,Male,Remanded,1972
2005-06-01,NSW,Male,Remanded,1975
2005-09-01,NSW,Male,Remanded,1844
2005-12-01,NSW,Male,Remanded,1860
2006-03-01,NSW,Male,Remanded,1967
2006-06-01,NSW,Male,Remanded,2005
2006-09-01,NSW,Male,Remanded,2031
2006-12-01,NSW,Male,Remanded,2074
2007-03-01,NSW,Male,Remanded,2154
2007-06-01,NSW,Male,Remanded,2173
2007-09-01,NSW,Male,Remanded,2167
2007-12-01,NSW,Male,Remanded,2272
2008-03-01,NSW,Male,Remanded,2354
2008-06-01,NSW,Male,Remanded,2363
2008-09-01,NSW,Male,Remanded,2322
2008-12-01,NSW,Male,Remanded,2324
2009-03-01,NSW,Male,Remanded,2491
2009-06-01,NSW,Male,Remanded,2477
2009-09-01,NSW,Male,Remanded,2484
2009-12-01,NSW,Male,Remanded,2389
2010-03-01,NSW,Male,Remanded,2519
2010-06-01,NSW,Male,Remanded,2561
2010-09-01,NSW,Male,Remanded,2398
2010-12-01,NSW,Male,Remanded,2330
2011-03-01,NSW,Male,Remanded,2564
2011-06-01,NSW,Male,Remanded,2665
2011-09-01,NSW,Male,Remanded,2569
2011-12-01,NSW,Male,Remanded,2511
2012-03-01,NSW,Male,Remanded,2523
2012-06-01,NSW,Male,Remanded,2454
2012-09-01,NSW,Male,Remanded,2371
2012-12-01,NSW,Male,Remanded,2498
2013-03-01,NSW,Male,Remanded,2635
2013-06-01,NSW,Male,Remanded,2694
2013-09-01,NSW,Male,Remanded,2620
2013-12-01,NSW,Male,Remanded,2656
2014-03-01,NSW,Male,Remanded,2901
2014-06-01,NSW,Male,Remanded,2936
2014-09-01,NSW,Male,Remanded,2594
2014-12-01,NSW,Male,Remanded,2639
2015-03-01,NSW,Male,Remanded,3124
2015-06-01,NSW,Male,Remanded,3278
2015-09-01,NSW,Male,Remanded,3431
2015-12-01,NSW,Male,Remanded,3490
2016-03-01,NSW,Male,Remanded,3749
2016-06-01,NSW,Male,Remanded,3850
2016-09-01,NSW,Male,Remanded,3829
2016-12-01,NSW,Male,Remanded,3873
2005-03-01,NSW,Male,Sentenced,6396
2005-06-01,NSW,Male,Sentenced,6472
2005-09-01,NSW,Male,Sentenced,6540
2005-12-01,NSW,Male,Sentenced,6502
2006-03-01,NSW,Male,Sentenced,6493
2006-06-01,NSW,Male,Sentenced,6594
2006-09-01,NSW,Male,Sentenced,6571
2006-12-01,NSW,Male,Sentenced,6661
2007-03-01,NSW,Male,Sentenced,6664
2007-06-01,NSW,Male,Sentenced,6761
2007-09-01,NSW,Male,Sentenced,6746
2007-12-01,NSW,Male,Sentenced,6622
2008-03-01,NSW,Male,Sentenced,6606
2008-06-01,NSW,Male,Sentenced,6703
2008-09-01,NSW,Male,Sentenced,6903
2008-12-01,NSW,Male,Sentenced,6875
2009-03-01,NSW,Male,Sentenced,6855
2009-06-01,NSW,Male,Sentenced,7142
2009-09-01,NSW,Male,Sentenced,7147
2009-12-01,NSW,Male,Sentenced,7190
2010-03-01,NSW,Male,Sentenced,7006
2010-06-01,NSW,Male,Sentenced,7091
2010-09-01,NSW,Male,Sentenced,7090
2010-12-01,NSW,Male,Sentenced,7032
2011-03-01,NSW,Male,Sentenced,6749
2011-06-01,NSW,Male,Sentenced,6763
2011-09-01,NSW,Male,Sentenced,6707
2011-12-01,NSW,Male,Sentenced,6648
2012-03-01,NSW,Male,Sentenced,6549
2012-06-01,NSW,Male,Sentenced,6628
2012-09-01,NSW,Male,Sentenced,6613
2012-12-01,NSW,Male,Sentenced,6569
2013-03-01,NSW,Male,Sentenced,6544
2013-06-01,NSW,Male,Sentenced,6642
2013-09-01,NSW,Male,Sentenced,6757
2013-12-01,NSW,Male,Sentenced,6925
2014-03-01,NSW,Male,Sentenced,6940
2014-06-01,NSW,Male,Sentenced,7205
2014-09-01,NSW,Male,Sentenced,7254
2014-12-01,NSW,Male,Sentenced,7231
2015-03-01,NSW,Male,Sentenced,7190
2015-06-01,NSW,Male,Sentenced,7493
2015-09-01,NSW,Male,Sentenced,7595
2015-12-01,NSW,Male,Sentenced,7815
2016-03-01,NSW,Male,Sentenced,7742
2016-06-01,NSW,Male,Sentenced,7853
2016-09-01,NSW,Male,Sentenced,7927
2016-12-01,NSW,Male,Sentenced,7919
2005-03-01,NT,Female,Remanded,13
2005-06-01,NT,Female,Remanded,10
2005-09-01,NT,Female,Remanded,8
2005-12-01,NT,Female,Remanded,10
2006-03-01,NT,Female,Remanded,12
2006-06-01,NT,Female,Remanded,13
2006-09-01,NT,Female,Remanded,11
2006-12-01,NT,Female,Remanded,7
2007-03-01,NT,Female,Remanded,11
2007-06-01,NT,Female,Remanded,12
2007-09-01,NT,Female,Remanded,9
2007-12-01,NT,Female,Remanded,8
2008-03-01,NT,Female,Remanded,11
2008-06-01,NT,Female,Remanded,10
2008-09-01,NT,Female,Remanded,16
2008-12-01,NT,Female,Remanded,15
2009-03-01,NT,Female,Remanded,15
2009-06-01,NT,Female,Remanded,16
2009-09-01,NT,Female,Remanded,9
2009-12-01,NT,Female,Remanded,12
2010-03-01,NT,Female,Remanded,15
2010-06-01,NT,Female,Remanded,12
2010-09-01,NT,Female,Remanded,13
2010-12-01,NT,Female,Remanded,9
2011-03-01,NT,Female,Remanded,15
2011-06-01,NT,Female,Remanded,20
2011-09-01,NT,Female,Remanded,18
2011-12-01,NT,Female,Remanded,21
2012-03-01,NT,Female,Remanded,19
2012-06-01,NT,Female,Remanded,29
2012-09-01,NT,Female,Remanded,30
2012-12-01,NT,Female,Remanded,23
2013-03-01,NT,Female,Remanded,31
2013-06-01,NT,Female,Remanded,26
2013-09-01,NT,Female,Remanded,31
2013-12-01,NT,Female,Remanded,36
2014-03-01,NT,Female,Remanded,48
2014-06-01,NT,Female,Remanded,37
2014-09-01,NT,Female,Remanded,43
2014-12-01,NT,Female,Remanded,41
2015-03-01,NT,Female,Remanded,53
2015-06-01,NT,Female,Remanded,50
2015-09-01,NT,Female,Remanded,43
2015-12-01,NT,Female,Remanded,51
2016-03-01,NT,Female,Remanded,50
2016-06-01,NT,Female,Remanded,40
2016-09-01,NT,Female,Remanded,43
2016-12-01,NT,Female,Remanded,38
2005-03-01,NT,Female,Sentenced,12
2005-06-01,NT,Female,Sentenced,18
2005-09-01,NT,Female,Sentenced,16
2005-12-01,NT,Female,Sentenced,16
2006-03-01,NT,Female,Sentenced,17
2006-06-01,NT,Female,Sentenced,20
2006-09-01,NT,Female,Sentenced,23
2006-12-01,NT,Female,Sentenced,21
2007-03-01,NT,Female,Sentenced,28
2007-06-01,NT,Female,Sentenced,28
2007-09-01,NT,Female,Sentenced,29
2007-12-01,NT,Female,Sentenced,30
2008-03-01,NT,Female,Sentenced,30
2008-06-01,NT,Female,Sentenced,30
2008-09-01,NT,Female,Sentenced,31
2008-12-01,NT,Female,Sentenced,32
2009-03-01,NT,Female,Sentenced,31
2009-06-01,NT,Female,Sentenced,35
2009-09-01,NT,Female,Sentenced,35
2009-12-01,NT,Female,Sentenced,34
2010-03-01,NT,Female,Sentenced,35
2010-06-01,NT,Female,Sentenced,38
2010-09-01,NT,Female,Sentenced,37
2010-12-01,NT,Female,Sentenced,37
2011-03-01,NT,Female,Sentenced,37
2011-06-01,NT,Female,Sentenced,40
2011-09-01,NT,Female,Sentenced,41
2011-12-01,NT,Female,Sentenced,39
2012-03-01,NT,Female,Sentenced,44
2012-06-01,NT,Female,Sentenced,57
2012-09-01,NT,Female,Sentenced,53
2012-12-01,NT,Female,Sentenced,65
2013-03-01,NT,Female,Sentenced,61
2013-06-01,NT,Female,Sentenced,73
2013-09-01,NT,Female,Sentenced,73
2013-12-01,NT,Female,Sentenced,73
2014-03-01,NT,Female,Sentenced,75
2014-06-01,NT,Female,Sentenced,75
2014-09-01,NT,Female,Sentenced,68
2014-12-01,NT,Female,Sentenced,75
2015-03-01,NT,Female,Sentenced,86
2015-06-01,NT,Female,Sentenced,93
2015-09-01,NT,Female,Sentenced,99
2015-12-01,NT,Female,Sentenced,114
2016-03-01,NT,Female,Sentenced,92
2016-06-01,NT,Female,Sentenced,88
2016-09-01,NT,Female,Sentenced,81
2016-12-01,NT,Female,Sentenced,77
2005-03-01,NT,Male,Remanded,147
2005-06-01,NT,Male,Remanded,140
2005-09-01,NT,Male,Remanded,123
2005-12-01,NT,Male,Remanded,125
2006-03-01,NT,Male,Remanded,141
2006-06-01,NT,Male,Remanded,140
2006-09-01,NT,Male,Remanded,158
2006-12-01,NT,Male,Remanded,175
2007-03-01,NT,Male,Remanded,158
2007-06-01,NT,Male,Remanded,175
2007-09-01,NT,Male,Remanded,149
2007-12-01,NT,Male,Remanded,159
2008-03-01,NT,Male,Remanded,199
2008-06-01,NT,Male,Remanded,187
2008-09-01,NT,Male,Remanded,199
2008-12-01,NT,Male,Remanded,213
2009-03-01,NT,Male,Remanded,265
2009-06-01,NT,Male,Remanded,255
2009-09-01,NT,Male,Remanded,231
2009-12-01,NT,Male,Remanded,226
2010-03-01,NT,Male,Remanded,244
2010-06-01,NT,Male,Remanded,226
2010-09-01,NT,Male,Remanded,232
2010-12-01,NT,Male,Remanded,245
2011-03-01,NT,Male,Remanded,268
2011-06-01,NT,Male,Remanded,294
2011-09-01,NT,Male,Remanded,270
2011-12-01,NT,Male,Remanded,254
2012-03-01,NT,Male,Remanded,298
2012-06-01,NT,Male,Remanded,302
2012-09-01,NT,Male,Remanded,302
2012-12-01,NT,Male,Remanded,282
2013-03-01,NT,Male,Remanded,335
2013-06-01,NT,Male,Remanded,316
2013-09-01,NT,Male,Remanded,340
2013-12-01,NT,Male,Remanded,392
2014-03-01,NT,Male,Remanded,447
2014-06-01,NT,Male,Remanded,428
2014-09-01,NT,Male,Remanded,382
2014-12-01,NT,Male,Remanded,419
2015-03-01,NT,Male,Remanded,462
2015-06-01,NT,Male,Remanded,404
2015-09-01,NT,Male,Remanded,413
2015-12-01,NT,Male,Remanded,408
2016-03-01,NT,Male,Remanded,481
2016-06-01,NT,Male,Remanded,480
2016-09-01,NT,Male,Remanded,417
2016-12-01,NT,Male,Remanded,404
2005-03-01,NT,Male,Sentenced,613
2005-06-01,NT,Male,Sentenced,654
2005-09-01,NT,Male,Sentenced,649
2005-12-01,NT,Male,Sentenced,609
2006-03-01,NT,Male,Sentenced,636
2006-06-01,NT,Male,Sentenced,643
2006-09-01,NT,Male,Sentenced,582
2006-12-01,NT,Male,Sentenced,606
2007-03-01,NT,Male,Sentenced,635
2007-06-01,NT,Male,Sentenced,685
2007-09-01,NT,Male,Sentenced,670
2007-12-01,NT,Male,Sentenced,643
2008-03-01,NT,Male,Sentenced,660
2008-06-01,NT,Male,Sentenced,679
2008-09-01,NT,Male,Sentenced,699
2008-12-01,NT,Male,Sentenced,713
2009-03-01,NT,Male,Sentenced,787
2009-06-01,NT,Male,Sentenced,778
2009-09-01,NT,Male,Sentenced,763
2009-12-01,NT,Male,Sentenced,795
2010-03-01,NT,Male,Sentenced,804
2010-06-01,NT,Male,Sentenced,837
2010-09-01,NT,Male,Sentenced,815
2010-12-01,NT,Male,Sentenced,848
2011-03-01,NT,Male,Sentenced,855
2011-06-01,NT,Male,Sentenced,895
2011-09-01,NT,Male,Sentenced,934
2011-12-01,NT,Male,Sentenced,968
2012-03-01,NT,Male,Sentenced,1014
2012-06-01,NT,Male,Sentenced,1035
2012-09-01,NT,Male,Sentenced,1025
2012-12-01,NT,Male,Sentenced,1074
2013-03-01,NT,Male,Sentenced,1106
2013-06-01,NT,Male,Sentenced,1103
2013-09-01,NT,Male,Sentenced,981
2013-12-01,NT,Male,Sentenced,1020
2014-03-01,NT,Male,Sentenced,966
2014-06-01,NT,Male,Sentenced,993
2014-09-01,NT,Male,Sentenced,1024
2014-12-01,NT,Male,Sentenced,1035
2015-03-01,NT,Male,Sentenced,1058
2015-06-01,NT,Male,Sentenced,1094
2015-09-01,NT,Male,Sentenced,1041
2015-12-01,NT,Male,Sentenced,1046
2016-03-01,NT,Male,Sentenced,1106
2016-06-01,NT,Male,Sentenced,1089
2016-09-01,NT,Male,Sentenced,1087
2016-12-01,NT,Male,Sentenced,1076
2005-03-01,QLD,Female,Remanded,81
2005-06-01,QLD,Female,Remanded,81
2005-09-01,QLD,Female,Remanded,76
2005-12-01,QLD,Female,Remanded,81
2006-03-01,QLD,Female,Remanded,80
2006-06-01,QLD,Female,Remanded,82
2006-09-01,QLD,Female,Remanded,89
2006-12-01,QLD,Female,Remanded,95
2007-03-01,QLD,Female,Remanded,108
2007-06-01,QLD,Female,Remanded,108
2007-09-01,QLD,Female,Remanded,105
2007-12-01,QLD,Female,Remanded,96
2008-03-01,QLD,Female,Remanded,101
2008-06-01,QLD,Female,Remanded,103
2008-09-01,QLD,Female,Remanded,109
2008-12-01,QLD,Female,Remanded,90
2009-03-01,QLD,Female,Remanded,85
2009-06-01,QLD,Female,Remanded,89
2009-09-01,QLD,Female,Remanded,86
2009-12-01,QLD,Female,Remanded,84
2010-03-01,QLD,Female,Remanded,96
2010-06-01,QLD,Female,Remanded,103
2010-09-01,QLD,Female,Remanded,92
2010-12-01,QLD,Female,Remanded,83
2011-03-01,QLD,Female,Remanded,78
2011-06-01,QLD,Female,Remanded,76
2011-09-01,QLD,Female,Remanded,93
2011-12-01,QLD,Female,Remanded,88
2012-03-01,QLD,Female,Remanded,94
2012-06-01,QLD,Female,Remanded,101
2012-09-01,QLD,Female,Remanded,105
2012-12-01,QLD,Female,Remanded,104
2013-03-01,QLD,Female,Remanded,118
2013-06-01,QLD,Female,Remanded,133
2013-09-01,QLD,Female,Remanded,133
2013-12-01,QLD,Female,Remanded,149
2014-03-01,QLD,Female,Remanded,161
2014-06-01,QLD,Female,Remanded,163
2014-09-01,QLD,Female,Remanded,163
2014-12-01,QLD,Female,Remanded,161
2015-03-01,QLD,Female,Remanded,156
2015-06-01,QLD,Female,Remanded,174
2015-09-01,QLD,Female,Remanded,183
2015-12-01,QLD,Female,Remanded,196
2016-03-01,QLD,Female,Remanded,226
2016-06-01,QLD,Female,Remanded,231
2016-09-01,QLD,Female,Remanded,221
2016-12-01,QLD,Female,Remanded,230
2005-03-01,QLD,Female,Sentenced,273
2005-06-01,QLD,Female,Sentenced,277
2005-09-01,QLD,Female,Sentenced,288
2005-12-01,QLD,Female,Sentenced,290
2006-03-01,QLD,Female,Sentenced,285
2006-06-01,QLD,Female,Sentenced,298
2006-09-01,QLD,Female,Sentenced,314
2006-12-01,QLD,Female,Sentenced,320
2007-03-01,QLD,Female,Sentenced,310
2007-06-01,QLD,Female,Sentenced,332
2007-09-01,QLD,Female,Sentenced,298
2007-12-01,QLD,Female,Sentenced,310
2008-03-01,QLD,Female,Sentenced,305
2008-06-01,QLD,Female,Sentenced,303
2008-09-01,QLD,Female,Sentenced,324
2008-12-01,QLD,Female,Sentenced,353
2009-03-01,QLD,Female,Sentenced,336
2009-06-01,QLD,Female,Sentenced,345
2009-09-01,QLD,Female,Sentenced,327
2009-12-01,QLD,Female,Sentenced,336
2010-03-01,QLD,Female,Sentenced,327
2010-06-01,QLD,Female,Sentenced,343
2010-09-01,QLD,Female,Sentenced,342
2010-12-01,QLD,Female,Sentenced,325
2011-03-01,QLD,Female,Sentenced,323
2011-06-01,QLD,Female,Sentenced,347
2011-09-01,QLD,Female,Sentenced,334
2011-12-01,QLD,Female,Sentenced,392
2012-03-01,QLD,Female,Sentenced,342
