Date,state,zone,region,purpose,Count
2003-09-01,A,AA,AAA,Hol,302
2003-10-01,A,AA,AAA,Hol,664
2003-11-01,A,AA,AAA,Hol,570
2003-12-01,A,AA,AAA,Hol,234
2004-01-01,A,AA,AAA,Hol,956
2004-02-01,A,AA,AAA,Hol,219
2004-03-01,A,AA,AAA,Hol,657
2004-04-01,A,AA,AAA,Hol,654
2004-05-01,A,AA,AAA,Hol,351
2004-06-01,A,AA,AAA,Hol,237
2004-07-01,A,AA,AAA,Hol,593
2004-08-01,A,AA,AAA,Hol,511
2004-09-01,A,AA,AAA,Hol,835
2004-10-01,A,AA,AAA,Hol,850
2004-11-01,A,AA,AAA,Hol,462
2004-12-01,A,AA,AAA,Hol,287
2005-01-01,A,AA,AAA,Hol,1102
2005-02-01,A,AA,AAA,Hol,612
2005-03-01,A,AA,AAA,Hol,420
2005-04-01,A,AA,AAA,Hol,293
2005-05-01,A,AA,AAA,Hol,382
2005-06-01,A,AA,AAA,Hol,262
2005-07-01,A,AA,AAA,Hol,509
2005-08-01,A,AA,AAA,Hol,154
2005-09-01,A,AA,AAA,Hol,383
2005-10-01,A,AA,AAA,Hol,592
2005-11-01,A,AA,AAA,Hol,314
2005-12-01,A,AA,AAA,Hol,441
2006-01-01,A,AA,AAA,Hol,1005
2006-02-01,A,AA,AAA,Hol,349
2006-03-01,A,AA,AAA,Hol,273
2006-04-01,A,AA,AAA,Hol,648
2006-05-01,A,AA,AAA,Hol,93
2006-06-01,A,AA,AAA,Hol,474
2006-07-01,A,AA,AAA,Hol,503
2006-08-01,A,AA,AAA,Hol,649
2006-09-01,A,AA,AAA,Hol,694
2006-10-01,A,AA,AAA,Hol,464
2006-11-01,A,AA,AAA,Hol,297
2006-12-01,A,AA,AAA,Hol,360
2007-01-01,A,AA,AAA,Hol,1125
2007-02-01,A,AA,AAA,Hol,492
2007-03-01,A,AA,AAA,Hol,250
2007-04-01,A,AA,AAA,Hol,592
2007-05-01,A,AA,AAA,Hol,277
2007-06-01,A,AA,AAA,Hol,411
2007-07-01,A,AA,AAA,Hol,838
2007-08-01,A,AA,AAA,Hol,479
2007-09-01,A,AA,AAA,Hol,441
2007-10-01,A,AA,AAA,Hol,561
2007-11-01,A,AA,AAA,Hol,192
2007-12-01,A,AA,AAA,Hol,482
2008-01-01,A,AA,AAA,Hol,1550
2008-02-01,A,AA,AAA,Hol,426
2008-03-01,A,AA,AAA,Hol,385
2008-04-01,A,AA,AAA,Hol,632
2008-05-01,A,AA,AAA,Hol,605
2008-06-01,A,AA,AAA,Hol,432
2008-07-01,A,AA,AAA,Hol,687
2008-08-01,A,AA,AAA,Hol,741
2008-09-01,A,AA,AAA,Hol,420
2008-10-01,A,AA,AAA,Hol,653
2008-11-01,A,AA,AAA,Hol,416
2008-12-01,A,AA,AAA,Hol,290
2009-01-01,A,AA,AAA,Hol,960
2009-02-01,A,AA,AAA,Hol,762
2009-03-01,A,AA,AAA,Hol,433
2009-04-01,A,AA,AAA,Hol,660
2009-05-01,A,AA,AAA,Hol,466
2009-06-01,A,AA,AAA,Hol,180
2009-07-01,A,AA,AAA,Hol,178
2009-08-01,A,AA,AAA,Hol,461
2009-09-01,A,AA,AAA,Hol,361
2009-10-01,A,AA,AAA,Hol,539
2009-11-01,A,AA,AAA,Hol,437
2009-12-01,A,AA,AAA,Hol,384
2010-01-01,A,AA,AAA,Hol,1046
2010-02-01,A,AA,AAA,Hol,631
2010-03-01,A,AA,AAA,Hol,525
2010-04-01,A,AA,AAA,Hol,568
2010-05-01,A,AA,AAA,Hol,183
2010-06-01,A,AA,AAA,Hol,686
2010-07-01,A,AA,AAA,Hol,240
2010-08-01,A,AA,AAA,Hol,340
2010-09-01,A,AA,AAA,Hol,423
2010-10-01,A,AA,AAA,Hol,686
2010-11-01,A,AA,AAA,Hol,463
2010-12-01,A,AA,AAA,Hol,547
2011-01-01,A,AA,AAA,Hol,1349
2011-02-01,A,AA,AAA,Hol,429
2011-03-01,A,AA,AAA,Hol,314
2011-04-01,A,AA,AAA,Hol,922
2011-05-01,A,AA,AAA,Hol,485
2011-06-01,A,AA,AAA,Hol,570
2011-07-01,A,AA,AAA,Hol,616
2011-08-01,A,AA,AAA,Hol,326
2011-09-01,A,AA,AAA,Hol,274
2011-10-01,A,AA,AAA,Hol,261
2011-11-01,A,AA,AAA,Hol,200
2011-12-01,A,AA,AAA,Hol,696
2012-01-01,A,AA,AAA,Hol,907
2012-02-01,A,AA,AAA,Hol,458
2012-03-01,A,AA,AAA,Hol,406
2012-04-01,A,AA,AAA,Hol,573
2012-05-01,A,AA,AAA,Hol,326
2012-06-01,A,AA,AAA,Hol,644
2012-07-01,A,AA,AAA,Hol,111
2012-08-01,A,AA,AAA,Hol,568
2012-09-01,A,AA,AAA,Hol,464
2012-10-01,A,AA,AAA,Hol,272
2012-11-01,A,AA,AAA,Hol,491
2012-12-01,A,AA,AAA,Hol,281
2013-01-01,A,AA,AAA,Hol,837
2013-02-01,A,AA,AAA,Hol,180
2013-03-01,A,AA,AAA,Hol,303
2013-04-01,A,AA,AAA,Hol,559
2013-05-01,A,AA,AAA,Hol,693
2013-06-01,A,AA,AAA,Hol,565
2013-07-01,A,AA,AAA,Hol,410
2013-08-01,A,AA,AAA,Hol,343
2013-09-01,A,AA,AAA,Hol,504
2013-10-01,A,AA,AAA,Hol,381
2013-11-01,A,AA,AAA,Hol,325
2013-12-01,A,AA,AAA,Hol,650
2014-01-01,A,AA,AAA,Hol,1174
2014-02-01,A,AA,AAA,Hol,459
2014-03-01,A,AA,AAA,Hol,500
2014-04-01,A,AA,AAA,Hol,601
2014-05-01,A,AA,AAA,Hol,258
2014-06-01,A,AA,AAA,Hol,361
2014-07-01,A,AA,AAA,Hol,641
2014-08-01,A,AA,AAA,Hol,316
2014-09-01,A,AA,AAA,Hol,251
2014-10-01,A,AA,AAA,Hol,272
2014-11-01,A,AA,AAA,Hol,269
2014-12-01,A,AA,AAA,Hol,222
2015-01-01,A,AA,AAA,Hol,1307
2015-02-01,A,AA,AAA,Hol,200
2015-03-01,A,AA,AAA,Hol,522
2015-04-01,A,AA,AAA,Hol,492
2015-05-01,A,AA,AAA,Hol,652
2015-06-01,A,AA,AAA,Hol,465
2015-07-01,A,AA,AAA,Hol,601
2015-08-01,A,AA,AAA,Hol,431
2015-09-01,A,AA,AAA,Hol,388
2015-10-01,A,AA,AAA,Hol,695
2015-11-01,A,AA,AAA,Hol,663
2015-12-01,A,AA,AAA,Hol,392
2016-01-01,A,AA,AAA,Hol,1156
2016-02-01,A,AA,AAA,Hol,369
2016-03-01,A,AA,AAA,Hol,239
2016-04-01,A,AA,AAA,Hol,447
2016-05-01,A,AA,AAA,Hol,528
2016-06-01,A,AA,AAA,Hol,682
2016-07-01,A,AA,AAA,Hol,547
2016-08-01,A,AA,AAA,Hol,272
2016-09-01,A,AA,AAA,Hol,542
2016-10-01,A,AA,AAA,Hol,440
2016-11-01,A,AA,AAA,Hol,239
2016-12-01,A,AA,AAA,Hol,305
1998-01-01,A,AA,AAA,Vis,1099
1998-02-01,A,AA,AAA,Vis,838
1998-03-01,A,AA,AAA,Vis,614
1998-04-01,A,AA,AAA,Vis,818
1998-05-01,A,AA,AAA,Vis,684
1998-06-01,A,AA,AAA,Vis,577
1998-07-01,A,AA,AAA,Vis,844
1998-08-01,A,AA,AAA,Vis,824
1998-09-01,A,AA,AAA,Vis,742
1998-10-01,A,AA,AAA,Vis,1273
1998-11-01,A,AA,AAA,Vis,569
1998-12-01,A,AA,AAA,Vis,978
1999-01-01,A,AA,AAA,Vis,1781
1999-02-01,A,AA,AAA,Vis,622
1999-03-01,A,AA,AAA,Vis,1081
1999-04-01,A,AA,AAA,Vis,1099
1999-05-01,A,AA,AAA,Vis,629
1999-06-01,A,AA,AAA,Vis,758
1999-07-01,A,AA,AAA,Vis,458
1999-08-01,A,AA,AAA,Vis,853
1999-09-01,A,AA,AAA,Vis,791
1999-10-01,A,AA,AAA,Vis,699
1999-11-01,A,AA,AAA,Vis,1034
1999-12-01,A,AA,AAA,Vis,798
2000-01-01,A,AA,AAA,Vis,1255
2000-02-01,A,AA,AAA,Vis,412
2000-03-01,A,AA,AAA,Vis,530
2000-04-01,A,AA,AAA,Vis,873
2000-05-01,A,AA,AAA,Vis,904
2000-06-01,A,AA,AAA,Vis,594
2000-07-01,A,AA,AAA,Vis,733
2000-08-01,A,AA,AAA,Vis,570
2000-09-01,A,AA,AAA,Vis,918
2000-10-01,A,AA,AAA,Vis,745
2000-11-01,A,AA,AAA,Vis,746
2000-12-01,A,AA,AAA,Vis,1233
2001-01-01,A,AA,AAA,Vis,1560
2001-02-01,A,AA,AAA,Vis,1288
2001-03-01,A,AA,AAA,Vis,565
2001-04-01,A,AA,AAA,Vis,1074
2001-05-01,A,AA,AAA,Vis,525
2001-06-01,A,AA,AAA,Vis,643
2001-07-01,A,AA,AAA,Vis,1213
2001-08-01,A,AA,AAA,Vis,743
2001-09-01,A,AA,AAA,Vis,786
2001-10-01,A,AA,AAA,Vis,617
2001-11-01,A,AA,AAA,Vis,253
2001-12-01,A,AA,AAA,Vis,823
2002-01-01,A,AA,AAA,Vis,1467
2002-02-01,A,AA,AAA,Vis,297
2002-03-01,A,AA,AAA,Vis,663
2002-04-01,A,AA,AAA,Vis,920
2002-05-01,A,AA,AAA,Vis,890
2002-06-01,A,AA,AAA,Vis,435
2002-07-01,A,AA,AAA,Vis,981
2002-08-01,A,AA,AAA,Vis,634
2002-09-01,A,AA,AAA,Vis,907
2002-10-01,A,AA,AAA,Vis,952
2002-11-01,A,AA,AAA,Vis,803
2002-12-01,A,AA,AAA,Vis,917
2003-01-01,A,AA,AAA,Vis,1428
2003-02-01,A,AA,AAA,Vis,913
2003-03-01,A,AA,AAA,Vis,727
2003-04-01,A,AA,AAA,Vis,957
2003-05-01,A,AA,AAA,Vis,854
2003-06-01,A,AA,AAA,Vis,739
2003-07-01,A,AA,AAA,Vis,958
2003-08-01,A,AA,AAA,Vis,615
2003-09-01,A,AA,AAA,Vis,853
2003-10-01,A,AA,AAA,Vis,610
2003-11-01,A,AA,AAA,Vis,473
2003-12-01,A,AA,AAA,Vis,1399
2004-01-01,A,AA,AAA,Vis,1149
2004-02-01,A,AA,AAA,Vis,314
2004-03-01,A,AA,AAA,Vis,835
2004-04-01,A,AA,AAA,Vis,1370
2004-05-01,A,AA,AAA,Vis,614
2004-06-01,A,AA,AAA,Vis,868
2004-07-01,A,AA,AAA,Vis,563
2004-08-01,A,AA,AAA,Vis,629
2004-09-01,A,AA,AAA,Vis,685
2004-10-01,A,AA,AAA,Vis,795
2004-11-01,A,AA,AAA,Vis,975
2004-12-01,A,AA,AAA,Vis,1060
2005-01-01,A,AA,AAA,Vis,1063
2005-02-01,A,AA,AAA,Vis,902
2005-03-01,A,AA,AAA,Vis,600
2005-04-01,A,AA,AAA,Vis,512
2005-05-01,A,AA,AAA,Vis,506
2005-06-01,A,AA,AAA,Vis,431
2005-07-01,A,AA,AAA,Vis,798
2005-08-01,A,AA,AAA,Vis,719
2005-09-01,A,AA,AAA,Vis,471
2005-10-01,A,AA,AAA,Vis,484
2005-11-01,A,AA,AAA,Vis,404
2005-12-01,A,AA,AAA,Vis,1111
2006-01-01,A,AA,AAA,Vis,1887
2006-02-01,A,AA,AAA,Vis,753
2006-03-01,A,AA,AAA,Vis,735
2006-04-01,A,AA,AAA,Vis,1205
2006-05-01,A,AA,AAA,Vis,635
2006-06-01,A,AA,AAA,Vis,817
2006-07-01,A,AA,AAA,Vis,725
2006-08-01,A,AA,AAA,Vis,381
2006-09-01,A,AA,AAA,Vis,671
2006-10-01,A,AA,AAA,Vis,800
2006-11-01,A,AA,AAA,Vis,495
2006-12-01,A,AA,AAA,Vis,910
2007-01-01,A,AA,AAA,Vis,1528
2007-02-01,A,AA,AAA,Vis,484
2007-03-01,A,AA,AAA,Vis,739
2007-04-01,A,AA,AAA,Vis,687
2007-05-01,A,AA,AAA,Vis,874
2007-06-01,A,AA,AAA,Vis,719
2007-07-01,A,AA,AAA,Vis,675
2007-08-01,A,AA,AAA,Vis,583
2007-09-01,A,AA,AAA,Vis,370
2007-10-01,A,AA,AAA,Vis,1185
2007-11-01,A,AA,AAA,Vis,982
2007-12-01,A,AA,AAA,Vis,838
2008-01-01,A,AA,AAA,Vis,1170
2008-02-01,A,AA,AAA,Vis,580
2008-03-01,A,AA,AAA,Vis,715
2008-04-01,A,AA,AAA,Vis,665
2008-05-01,A,AA,AAA,Vis,548
2008-06-01,A,AA,AAA,Vis,723
2008-07-01,A,AA,AAA,Vis,579
2008-08-01,A,AA,AAA,Vis,347
2008-09-01,A,AA,AAA,Vis,542
2008-10-01,A,AA,AAA,Vis,536
2008-11-01,A,AA,AAA,Vis,263
2008-12-01,A,AA,AAA,Vis,729
2009-01-01,A,AA,AAA,Vis,1593
2009-02-01,A,AA,AAA,Vis,425
2009-03-01,A,AA,AAA,Vis,699
2009-04-01,A,AA,AAA,Vis,998
2009-05-01,A,AA,AAA,Vis,393
2009-06-01,A,AA,AAA,Vis,699
2009-07-01,A,AA,AAA,Vis,462
2009-08-01,A,AA,AAA,Vis,113
2009-09-01,A,AA,AAA,Vis,615
2009-10-01,A,AA,AAA,Vis,664
2009-11-01,A,AA,AAA,Vis,750
2009-12-01,A,AA,AAA,Vis,840
2010-01-01,A,AA,AAA,Vis,1622
2010-02-01,A,AA,AAA,Vis,591
2010-03-01,A,AA,AAA,Vis,518
2010-04-01,A,AA,AAA,Vis,747
2010-05-01,A,AA,AAA,Vis,527
2010-06-01,A,AA,AAA,Vis,506
2010-07-01,A,AA,AAA,Vis,1002
2010-08-01,A,AA,AAA,Vis,323
2010-09-01,A,AA,AAA,Vis,917
2010-10-01,A,AA,AAA,Vis,866
2010-11-01,A,AA,AAA,Vis,600
2010-12-01,A,AA,AAA,Vis,1109
2011-01-01,A,AA,AAA,Vis,1426
2011-02-01,A,AA,AAA,Vis,728
2011-03-01,A,AA,AAA,Vis,592
2011-04-01,A,AA,AAA,Vis,410
2011-05-01,A,AA,AAA,Vis,838
2011-06-01,A,AA,AAA,Vis,676
2011-07-01,A,AA,AAA,Vis,619
2011-08-01,A,AA,AAA,Vis,843
2011-09-01,A,AA,AAA,Vis,569
2011-10-01,A,AA,AAA,Vis,711
2011-11-01,A,AA,AAA,Vis,840
2011-12-01,A,AA,AAA,Vis,955
2012-01-01,A,AA,AAA,Vis,1664
2012-02-01,A,AA,AAA,Vis,323
2012-03-01,A,AA,AAA,Vis,1408
2012-04-01,A,AA,AAA,Vis,586
2012-05-01,A,AA,AAA,Vis,809
2012-06-01,A,AA,AAA,Vis,754
2012-07-01,A,AA,AAA,Vis,967
2012-08-01,A,AA,AAA,Vis,778
2012-09-01,A,AA,AAA,Vis,480
2012-10-01,A,AA,AAA,Vis,722
2012-11-01,A,AA,AAA,Vis,683
2012-12-01,A,AA,AAA,Vis,806
2013-01-01,A,AA,AAA,Vis,842
2013-02-01,A,AA,AAA,Vis,617
2013-03-01,A,AA,AAA,Vis,817
2013-04-01,A,AA,AAA,Vis,688
2013-05-01,A,AA,AAA,Vis,768
2013-06-01,A,AA,AAA,Vis,633
2013-07-01,A,AA,AAA,Vis,980
2013-08-01,A,AA,AAA,Vis,605
2013-09-01,A,AA,AAA,Vis,874
2013-10-01,A,AA,AAA,Vis,940
2013-11-01,A,AA,AAA,Vis,488
2013-12-01,A,AA,AAA,Vis,898
2014-01-01,A,AA,AAA,Vis,1675
2014-02-01,A,AA,AAA,Vis,409
2014-03-01,A,AA,AAA,Vis,818
2014-04-01,A,AA,AAA,Vis,947
2014-05-01,A,AA,AAA,Vis,1037
2014-06-01,A,AA,AAA,Vis,496
2014-07-01,A,AA,AAA,Vis,718
2014-08-01,A,AA,AAA,Vis,750
2014-09-01,A,AA,AAA,Vis,818
2014-10-01,A,AA,AAA,Vis,685
2014-11-01,A,AA,AAA,Vis,741
2014-12-01,A,AA,AAA,Vis,720
2015-01-01,A,AA,AAA,Vis,1674
2015-02-01,A,AA,AAA,Vis,809
2015-03-01,A,AA,AAA,Vis,827
2015-04-01,A,AA,AAA,Vis,978
2015-05-01,A,AA,AAA,Vis,982
2015-06-01,A,AA,AAA,Vis,602
2015-07-01,A,AA,AAA,Vis,566
2015-08-01,A,AA,AAA,Vis,496
2015-09-01,A,AA,AAA,Vis,626
2015-10-01,A,AA,AAA,Vis,766
2015-11-01,A,AA,AAA,Vis,743
2015-12-01,A,AA,AAA,Vis,840
2016-01-01,A,AA,AAA,Vis,1360
2016-02-01,A,AA,AAA,Vis,557
2016-03-01,A,AA,AAA,Vis,683
2016-04-01,A,AA,AAA,Vis,412
2016-05-01,A,AA,AAA,Vis,900
2016-06-01,A,AA,AAA,Vis,689
2016-07-01,A,AA,AAA,Vis,648
2016-08-01,A,AA,AAA,Vis,857
2016-09-01,A,AA,AAA,Vis,443
2016-10-01,A,AA,AAA,Vis,983
2016-11-01,A,AA,AAA,Vis,680
2016-12-01,A,AA,AAA,Vis,883
1998-01-01,A,AA,AAA,Bus,307
1998-02-01,A,AA,AAA,Bus,367
1998-03-01,A,AA,AAA,Bus,543
1998-04-01,A,AA,AAA,Bus,836
1998-05-01,A,AA,AAA,Bus,710
1998-06-01,A,AA,AAA,Bus,348
1998-07-01,A,AA,AAA,Bus,651
1998-08-01,A,AA,AAA,Bus,737
1998-09-01,A,AA,AAA,Bus,557
1998-10-01,A,AA,AAA,Bus,444
1998-11-01,A,AA,AAA,Bus,684
1998-12-01,A,AA,AAA,Bus,506
1999-01-01,A,AA,AAA,Bus,352
1999-02-01,A,AA,AAA,Bus,350
1999-03-01,A,AA,AAA,Bus,507
1999-04-01,A,AA,AAA,Bus,780
1999-05-01,A,AA,AAA,Bus,541
1999-06-01,A,AA,AAA,Bus,539
1999-07-01,A,AA,AAA,Bus,483
1999-08-01,A,AA,AAA,Bus,481
1999-09-01,A,AA,AAA,Bus,447
1999-10-01,A,AA,AAA,Bus,505
1999-11-01,A,AA,AAA,Bus,430
1999-12-01,A,AA,AAA,Bus,651
2000-01-01,A,AA,AAA,Bus,247
2000-02-01,A,AA,AAA,Bus,476
2000-03-01,A,AA,AAA,Bus,433
2000-04-01,A,AA,AAA,Bus,711
2000-05-01,A,AA,AAA,Bus,426
2000-06-01,A,AA,AAA,Bus,416
2000-07-01,A,AA,AAA,Bus,715
2000-08-01,A,AA,AAA,Bus,673
2000-09-01,A,AA,AAA,Bus,784
2000-10-01,A,AA,AAA,Bus,640
2000-11-01,A,AA,AAA,Bus,842
2000-12-01,A,AA,AAA,Bus,474
2001-01-01,A,AA,AAA,Bus,376
2001-02-01,A,AA,AAA,Bus,528
2001-03-01,A,AA,AAA,Bus,544
2001-04-01,A,AA,AAA,Bus,254
2001-05-01,A,AA,AAA,Bus,725
2001-06-01,A,AA,AAA,Bus,310
2001-07-01,A,AA,AAA,Bus,468
2001-08-01,A,AA,AAA,Bus,593
2001-09-01,A,AA,AAA,Bus,515
2001-10-01,A,AA,AAA,Bus,830
2001-11-01,A,AA,AAA,Bus,824
2001-12-01,A,AA,AAA,Bus,500
2002-01-01,A,AA,AAA,Bus,349
2002-02-01,A,AA,AAA,Bus,319
2002-03-01,A,AA,AAA,Bus,436
2002-04-01,A,AA,AAA,Bus,567
2002-05-01,A,AA,AAA,Bus,380
2002-06-01,A,AA,AAA,Bus,550
2002-07-01,A,AA,AAA,Bus,629
2002-08-01,A,AA,AAA,Bus,475
2002-09-01,A,AA,AAA,Bus,684
2002-10-01,A,AA,AAA,Bus,594
2002-11-01,A,AA,AAA,Bus,374
2002-12-01,A,AA,AAA,Bus,432
2003-01-01,A,AA,AAA,Bus,385
2003-02-01,A,AA,AAA,Bus,510
2003-03-01,A,AA,AAA,Bus,683
2003-04-01,A,AA,AAA,Bus,203
2003-05-01,A,AA,AAA,Bus,520
2003-06-01,A,AA,AAA,Bus,590
2003-07-01,A,AA,AAA,Bus,415
2003-08-01,A,AA,AAA,Bus,501
2003-09-01,A,AA,AAA,Bus,446
2003-10-01,A,AA,AAA,Bus,450
2003-11-01,A,AA,AAA,Bus,438
2003-12-01,A,AA,AAA,Bus,542
2004-01-01,A,AA,AAA,Bus,224
2004-02-01,A,AA,AAA,Bus,573
2004-03-01,A,AA,AAA,Bus,423
2004-04-01,A,AA,AAA,Bus,605
2004-05-01,A,AA,AAA,Bus,441
2004-06-01,A,AA,AAA,Bus,503
2004-07-01,A,AA,AAA,Bus,570
2004-08-01,A,AA,AAA,Bus,310
2004-09-01,A,AA,AAA,Bus,434
2004-10-01,A,AA,AAA,Bus,549
2004-11-01,A,AA,AAA,Bus,172
2004-12-01,A,AA,AAA,Bus,327
2005-01-01,A,AA,AAA,Bus,393
2005-02-01,A,AA,AAA,Bus,393
2005-03-01,A,AA,AAA,Bus,502
2005-04-01,A,AA,AAA,Bus,261
2005-05-01,A,AA,AAA,Bus,509
2005-06-01,A,AA,AAA,Bus,389
2005-07-01,A,AA,AAA,Bus,618
2005-08-01,A,AA,AAA,Bus,421
2005-09-01,A,AA,AAA,Bus,451
2005-10-01,A,AA,AAA,Bus,333
2005-11-01,A,AA,AAA,Bus,462
2005-12-01,A,AA,AAA,Bus,430
2006-01-01,A,AA,AAA,Bus,77
2006-02-01,A,AA,AAA,Bus,448
2006-03-01,A,AA,AAA,Bus,567
2006-04-01,A,AA,AAA,Bus,334
2006-05-01,A,AA,AAA,Bus,296
2006-06-01,A,AA,AAA,Bus,643
2006-07-01,A,AA,AAA,Bus,365
2006-08-01,A,AA,AAA,Bus,489
2006-09-01,A,AA,AAA,Bus,483
2006-10-01,A,AA,AAA,Bus,680
2006-11-01,A,AA,AAA,Bus,377
2006-12-01,A,AA,AAA,Bus,233
2007-01-01,A,AA,AAA,Bus,57
2007-02-01,A,AA,AAA,Bus,489
2007-03-01,A,AA,AAA,Bus,513
2007-04-01,A,AA,AAA,Bus,370
2007-05-01,A,AA,AAA,Bus,382
2007-06-01,A,AA,AAA,Bus,353
2007-07-01,A,AA,AAA,Bus,412
2007-08-01,A,AA,AAA,Bus,552
2007-09-01,A,AA,AAA,Bus,356
2007-10-01,A,AA,AAA,Bus,463
2007-11-01,A,AA,AAA,Bus,404
2007-12-01,A,AA,AAA,Bus,446
2008-01-01,A,AA,AAA,Bus,348
2008-02-01,A,AA,AAA,Bus,259
2008-03-01,A,AA,AAA,Bus,506
2008-04-01,A,AA,AAA,Bus,436
2008-05-01,A,AA,AAA,Bus,333
2008-06-01,A,AA,AAA,Bus,434
2008-07-01,A,AA,AAA,Bus,389
2008-08-01,A,AA,AAA,Bus,515
2008-09-01,A,AA,AAA,Bus,528
2008-10-01,A,AA,AAA,Bus,462
2008-11-01,A,AA,AAA,Bus,442
2008-12-01,A,AA,AAA,Bus,152
2009-01-01,A,AA,AAA,Bus,142
2009-02-01,A,AA,AAA,Bus,153
2009-03-01,A,AA,AAA,Bus,363
2009-04-01,A,AA,AAA,Bus,87
2009-05-01,A,AA,AAA,Bus,395
2009-06-01,A,AA,AAA,Bus,495
2009-07-01,A,AA,AAA,Bus,244
2009-08-01,A,AA,AAA,Bus,311
2009-09-01,A,AA,AAA,Bus,270
2009-10-01,A,AA,AAA,Bus,518
2009-11-01,A,AA,AAA,Bus,358
2009-12-01,A,AA,AAA,Bus,293
2010-01-01,A,AA,AAA,Bus,98
2010-02-01,A,AA,AAA,Bus,367
2010-03-01,A,AA,AAA,Bus,456
2010-04-01,A,AA,AAA,Bus,300
2010-05-01,A,AA,AAA,Bus,376
2010-06-01,A,AA,AAA,Bus,317
2010-07-01,A,AA,AAA,Bus,384
2010-08-01,A,AA,AAA,Bus,390
2010-09-01,A,AA,AAA,Bus,669
2010-10-01,A,AA,AAA,Bus,426
2010-11-01,A,AA,AAA,Bus,333
2010-12-01,A,AA,AAA,Bus,199
2011-01-01,A,AA,AAA,Bus,296
2011-02-01,A,AA,AAA,Bus,396
2011-03-01,A,AA,AAA,Bus,588
2011-04-01,A,AA,AAA,Bus,357
2011-05-01,A,AA,AAA,Bus,496
2011-06-01,A,AA,AAA,Bus,409
2011-07-01,A,AA,AAA,Bus,816
2011-08-01,A,AA,AAA,Bus,352
2011-09-01,A,AA,AAA,Bus,348
2011-10-01,A,AA,AAA,Bus,616
2011-11-01,A,AA,AAA,Bus,488
2011-12-01,A,AA,AAA,Bus,132
2012-01-01,A,AA,AAA,Bus,236
2012-02-01,A,AA,AAA,Bus,378
2012-03-01,A,AA,AAA,Bus,633
2012-04-01,A,AA,AAA,Bus,182
2012-05-01,A,AA,AAA,Bus,408
2012-06-01,A,AA,AAA,Bus,399
2012-07-01,A,AA,AAA,Bus,364
2012-08-01,A,AA,AAA,Bus,358
